trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_booking_rule_id,drop_off_booking_rule_id,start_pickup_dropoff_window,end_pickup_dropoff_window,mean_duration_factor,mean_duration_offset,safe_duration_factor,safe_duration_offset,tts_stop_headsign,min_arrival_time,max_departure_time
t_1962797_b_33141_tn_2,,,781912,14,,0,0,12022.5283865779,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768553,15,,0,0,12269.8533605884,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,18:01:00,18:01:00,768547,16,,0,0,12646.0098733576,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768362,17,,0,0,12843.4939377175,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768360,18,,0,0,13389.7589985139,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,18:07:00,18:07:00,768322,19,,0,0,14655.3784260284,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768536,20,,0,0,16123.4504288204,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768278,21,,0,0,16970.3762295772,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,18:15:00,18:15:00,768247,22,,0,0,17702.1510271867,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768449,23,,0,0,18110.2003624622,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768253,24,,0,0,18380.7071908475,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,18:19:00,18:19:00,768582,25,,0,0,18777.5520956651,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,781932,26,,0,0,19087.6752981907,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768279,27,,0,0,19774.5925131492,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,781933,28,,0,0,20080.9629290913,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768295,29,,0,0,20250.492627388,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768509,30,,0,0,20598.763339767,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768506,31,,0,0,20801.4801763986,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768570,32,,0,0,21150.4390413004,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,18:26:00,18:26:00,768419,33,,0,0,21427.6698208685,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768160,34,,0,0,21741.4539485192,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768528,35,,0,0,22676.8275629524,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768245,36,,0,0,23225.714267457,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768517,37,,0,0,23572.1023762435,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,18:33:00,18:33:00,835719,38,,0,0,24235.2226067618,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768557,39,,0,0,24694.6665243141,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,,,768561,40,,0,0,25238.816133341,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,18:37:00,18:37:00,781935,41,,0,0,26072.873589715,0,,,,,1,1,,,,,,,,,,,
t_1962797_b_33141_tn_2,18:43:00,18:43:00,768584,42,,0,0,27281.50572349,0,,,,,1,1,,,,,,,,,,,
t_1962798_b_33141_tn_0,08:13:00,08:13:00,768539,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1962798_b_33141_tn_0,08:22:00,08:22:00,768471,2,,0,0,1997.05904109981,0,,,,,1,1,,,,,,,,,,,
t_1962798_b_33141_tn_0,,,768441,3,,0,0,2294.46768862756,0,,,,,1,1,,,,,,,,,,,
t_1962798_b_33141_tn_0,,,768474,4,,0,0,2595.45361442707,0,,,,,1,1,,,,,,,,,,,
t_1962798_b_33141_tn_0,,,768453,5,,0,0,2781.54484997315,0,,,,,1,1,,,,,,,,,,,
t_1962798_b_33141_tn_0,,,768438,6,,0,0,3055.52941021037,0,,,,,1,1,,,,,,,,,,,
t_1962798_b_33141_tn_0,,,768434,7,,0,0,3539.03521461977,0,,,,,1,1,,,,,,,,,,,
t_1962798_b_33141_tn_0,,,768432,8,,0,0,3784.37170522561,0,,,,,1,1,,,,,,,,,,,
t_1962798_b_33141_tn_0,08:25:00,08:25:00,768584,9,,0,0,5509.35685729,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,07:01:00,07:01:00,768426,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768430,2,,0,0,346.700254763022,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768567,3,,0,0,718.683060663903,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768563,4,,0,0,1167.5417047861,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,07:06:00,07:06:00,768556,5,,0,0,1671.0814211627,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768493,6,,0,0,2015.11324591795,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768488,7,,0,0,2352.69375268012,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768470,8,,0,0,2618.71841214025,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768433,9,,0,0,2968.38946298597,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768440,10,,0,0,3453.5866811397,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768439,11,,0,0,3813.49110252022,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768436,12,,0,0,4956.00941014588,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,07:15:00,07:15:00,768539,13,,0,0,5425.38180672265,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,07:18:00,07:18:00,768471,14,,0,0,7432.69695717039,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768441,15,,0,0,7730.10560469814,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768474,16,,0,0,8031.09153049765,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768453,17,,0,0,8217.18276604373,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768438,18,,0,0,8491.16732628096,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768434,19,,0,0,8974.67313069036,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,,,768432,20,,0,0,9220.00962129619,0,,,,,1,1,,,,,,,,,,,
t_1962799_b_33141_tn_0,07:25:00,07:25:00,768584,21,,0,0,10944.99477337,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,17:30:00,17:30:00,768584,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768452,2,,0,0,1512.8690274023,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768428,3,,0,0,1755.53599791171,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768431,4,,0,0,1996.20190046547,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768485,5,,0,0,2668.9792048001,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768481,6,,0,0,3272.41770540209,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,17:39:00,17:39:00,768423,7,,0,0,3575.65892372765,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768426,8,,0,0,4004.96931461931,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768430,9,,0,0,4351.66956938233,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768567,10,,0,0,4723.65237528321,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768563,11,,0,0,5172.5110194054,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,17:44:00,17:44:00,768556,12,,0,0,5676.050735782,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768493,13,,0,0,6020.08256053725,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768488,14,,0,0,6357.66306729942,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768470,15,,0,0,6623.68772675955,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768433,16,,0,0,6973.35877760527,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768440,17,,0,0,7458.555995759,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768439,18,,0,0,7818.46041713953,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,,,768436,19,,0,0,8960.97872476519,0,,,,,1,1,,,,,,,,,,,
t_1962800_b_33141_tn_0,17:53:00,17:53:00,768539,20,,0,0,9430.35112137,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,08:45:00,08:45:00,768582,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768329,2,,0,0,812.052786053942,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768475,3,,0,0,2092.56336205833,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768341,4,,0,0,2574.02041939463,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768330,5,,0,0,3697.64166942298,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768420,6,,0,0,5532.7983525181,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,09:01:00,09:01:00,768208,7,,0,0,6735.70832972755,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768209,8,,0,0,7822.04138629392,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,781924,9,,0,0,11047.1691241855,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768298,10,,0,0,13956.1563664947,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768185,11,,0,0,14895.2494490753,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768406,12,,0,0,15475.3930121966,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768407,13,,0,0,15848.2301359155,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768369,14,,0,0,16098.1478291735,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,09:16:00,09:16:00,768370,15,,0,0,16814.8101036144,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768394,16,,0,0,17819.5679111733,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768379,17,,0,0,18345.7329599601,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768383,18,,0,0,18960.4053407419,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768380,19,,0,0,19170.7175800362,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768402,20,,0,0,19445.4170599317,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768389,21,,0,0,19888.1046283788,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768375,22,,0,0,20420.0007708115,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768397,23,,0,0,20809.9774276796,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,09:28:00,09:28:00,781925,24,,0,0,21058.3524227419,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768174,25,,0,0,22533.9980622331,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768382,26,,0,0,23221.2802864792,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768175,27,,0,0,23545.5891042904,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,09:36:00,09:36:00,768373,28,,0,0,24210.0459097495,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768176,29,,0,0,24673.2570820471,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768405,30,,0,0,25128.6018274998,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768408,31,,0,0,25982.2737235195,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,09:40:00,09:40:00,768177,32,,0,0,26923.8283366139,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768178,33,,0,0,27260.6849388168,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768411,34,,0,0,27624.7349538829,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768179,35,,0,0,28265.8526089877,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768412,36,,0,0,29528.9538627033,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,09:51:00,09:51:00,768396,37,,0,0,29971.0333138166,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768374,38,,0,0,30422.5814678655,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768387,39,,0,0,30954.4776102982,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768163,40,,0,0,31330.9886521991,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768164,41,,0,0,31672.3257556894,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768381,42,,0,0,31950.7651779825,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768377,43,,0,0,32586.0548009331,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768392,44,,0,0,32967.2668436854,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,10:03:00,10:03:00,768193,45,,0,0,34013.2117035919,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768165,46,,0,0,34982.7846605255,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768172,47,,0,0,35387.471889145,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768187,48,,0,0,35964.3640732004,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768166,49,,0,0,36865.0584935377,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,781926,50,,0,0,39800.0762890327,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768210,51,,0,0,43118.4547947036,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,10:18:00,10:18:00,768211,52,,0,0,44214.470152588,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768331,53,,0,0,45468.5487906698,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768332,54,,0,0,47213.8677613293,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768342,55,,0,0,48465.8541154128,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768343,56,,0,0,48902.4692655725,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,,,768333,57,,0,0,50001.6283739259,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_1,10:38:00,10:38:00,768583,58,,0,0,50955.1947113901,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_2,10:45:00,10:45:00,768582,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_2,,,768329,2,,0,0,812.052786053942,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_2,,,768475,3,,0,0,2092.56336205833,0,,,,,1,1,,,,,,,,,,,
t_1962801_b_33141_tn_2,,,768341,4,,0,0,2574.02041939463,0,,,,,1,1,,,,,,,,,,,
